"date","description","vendor","amount","currency","primary_tag","work_scope_level","hak_edis_policy","is_hak_edis_eligible","hak_edis_amount","CRM_STATUS","CRM_REVIEW_REQUIRED","HAK_EDIS_AUTO_INFER"
"","Alüminyum imalat malz 2 hafta | 21.08.2025 | 4.694,00 €","","21082025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 21.08.2025 | 14.645,00 € | Eksik kalan alüminyum sac pl | 21.08.2025 | 14.645,00 €","","21082025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan virman | 35.000,00 € | Webasto | 35.000,00 €","","35000","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 25.347,00 € | Alüminyum işçilik 2 hafta | 4.09.2025 | 20.168,00 €","","25347","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Tersane elektrik vinç | 4.09.2025 | 1.536,00 €","","4092025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum imalat malz 2 hafta | 4.09.2025 | 3.094,00 €","","4092025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum nakliye vinç yalova | 4.09.2025 | 547,00 €","","4092025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan virman | 17.09.2025 | 21.000,00 € | Webasto | 21.000,00 €","","17092025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 18.09.2025 | 29.229,00 € | Alüminyum işçilik 2 hafta | 20.09.2025 | 21.333,00 €","","18092025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum imalatın malzeme | 5.145,00 €","","5145","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Metal kutu kıvırma ile | 958,00 €","","958","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Tersane elektrik vinç | 1.791,00 €","","1791","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Baran maket kasası | 416,00 €","","416","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 20.000,00 € | Alüminyum son parti | 59.800,00 €","","20000","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 18.494,00 € | Alüminyum işçilik 2 hafta | 13.917,00 €","","18494","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Tersane elektr vinc | 1.278,00 €","","1278","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum imalatın malzeme | 1.587,00 €","","1587","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Arka ek parçalar | 1.281,00 €","","1281","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
""," Gökhan elden | 19.608,00 € | Alüminyum işçilik 2 hafta | 13.505,00 €","","19608","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 8.600,00 € | Tersane 2 hafta | 1.587,00 €","","8600","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum imalatın malzeme | 3.825,00 €","","3825","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 16.979,00 € | Alüminyum işçilik 2 hafta | 14.666,00 €","","16979","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Tersane elektrik su vb | 1.010,00 €","","1010","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum imalat malz 2 hafta | 1.291,00 €","","1291","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan virman | 7.500,00 € | Etkin gürel | 7.500,00 €","","7500","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 14.11.2025 | 20.556,00 € | Alüminyum işçilik 2 hafta | 14.11.2025 | 15.546,00 €","","14112025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Tersane 2 hafta | 1.257,00 €","","1257","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Malzeme | 3.752,00 €","","3752","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 28.11.2025 | 28.492,00 € | Kaan | 28.11.2025 | 9.223,00 €","","28112025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüm işç ters mazeme | 28.11.2025 | 19.269,00 €","","28112025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden(sezai abi) | 1.12.2025 | 31.050,00 €","","1122025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 12.02.2025 | 32.000,00 € | Baran | 10.000,00 €","","12022025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüm işçilik tersane malzeme 2  | 12.12.2025 | 16.770,00 €","","12122025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Yalıtım çivi kaynak aparatları | 2.694,00 €","","2694","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Çivi+tij vs malzemeler | 2.500,00 €","","2500","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 26.12.2025 | 19.200,00 € | Alüm işçilik  2 hafta  | 11.640,00 €","","26122025","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Tersane 2 hafta | 1.330,00 €","","1330","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüm malzeme tüp | 4.080,00 €","","4080","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Garaj kapağı ve tavan l | 2.150,00 €","","2150","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 7.01.2026 | 10.000,00 € | Alüm işçilik tersane malzeme 2  | 10.000,00 €","","7012026","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Gökhan elden | 15.01.2026 | 21.500,00 € | Mühendisler | 8.600,00 €","","15012026","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","Alüminyum kapak ve nakliye | 10.300,00 €","","10300","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
"","2.314.631,00 € | 1.698.046,00 € | € 324.570,00 | 53.072,00 € | 52.203,00 € | 15.000,00 € | 110.000,00 € | 61.653,00 € | 118.863,22 € | 57.210,22 €","","2314631","EUR","UNCLASSIFIED","CONDITIONAL","CONDITIONAL","","","CONDITIONAL","TRUE","FALSE"
